id,name,scientific_name
agri.pest_disease_purple_blotch_alternaria_solani,Purple blotch,Alternaria solani
agri.pest_disease_purple_blotch_exserohilum_turcicum,Purple blotch,Exserohilum turcicum
agri.pest_disease_purple_blotch_setosphaeria_turcica,Purple blotch,Setosphaeria turcica
agri.pest_disease_pyrenophora_teres_pyrenophora_teres,Pyrenophora teres,Pyrenophora teres
agri.pest_disease_pythium,Pythium,
agri.pest_disease_pythium_rhizoctonia,Pythium,Rhizoctonia
agri.pest_disease_pythium_spp_pythium_spp,Pythium spp.,Pythium spp.
agri.pest_disease_quadraspidiotus_perniciosus_quadraspidiotus_perniciosus,Quadraspidiotus perniciosus,Quadraspidiotus perniciosus
agri.pest_disease_rats,Rats,
agri.pest_disease_reduction_in_lodging,Reduction in lodging,
agri.pest_disease_retiform_russeting,Retiform russeting,
agri.pest_disease_rhizoctonia_sclerotium_cepivorum,Rhizoctonia,Sclerotium cepivorum
agri.pest_disease_rhizopus_rot_sclerotinia_spp,Rhizopus rot,Sclerotinia spp.
agri.pest_disease_rhizopus_rot_venturia_spp,Rhizopus rot,Venturia spp.
agri.pest_disease_rhynchosporium_secalis_rhynchosporium_secalis,Rhynchosporium secalis,Rhynchosporium secalis
agri.pest_disease_rind_creasing,Rind creasing,
agri.pest_disease_ripening,Ripening,
agri.pest_disease_ripening_promotion,Ripening promotion,
agri.pest_disease_root_diseases,Root diseases,
agri.pest_disease_root_rot,Root rot,
agri.pest_disease_root_rot_black_root_rot,Root rot - Black root rot,
agri.pest_disease_root_rot_black_root_rot_venturia_inaequalis,Root rot - Black root rot,Venturia inaequalis
agri.pest_disease_root_rot_phytophthora_root_rot,Root rot - Phytophthora root rot,
agri.pest_disease_root_rot_pythium_root_rot,Root rot - Pythium root rot,
agri.pest_disease_rootworm,Rootworm,
agri.pest_disease_rootworm_maize_rootworm,Rootworm - Maize rootworm,
agri.pest_disease_rootworm_protostrophus_spp,Rootworm,Protostrophus spp.
agri.pest_disease_rootworm_tenebrionidae_spp,Rootworm,Tenebrionidae spp.
agri.pest_disease_rust,Rust,
agri.pest_disease_rust_brown_rust,Rust - Brown rust,
agri.pest_disease_rust_brown_rust_puccinia_recondita,Rust - Brown rust,Puccinia recondita
agri.pest_disease_rust_brown_rust_puccinia_striiformis,Rust - Brown rust,Puccinia striiformis
agri.pest_disease_rust_brown_rust_uromyces_appendiculatus,Rust - Brown rust,Uromyces appendiculatus
agri.pest_disease_rust_crown_rust_puccinia_coronata,Rust - Crown rust,Puccinia coronata
agri.pest_disease_rust_crown_rust_puccinia_striiformis,Rust - Crown rust,Puccinia striiformis
agri.pest_disease_rust_crown_rust_pyrenophora_teres,Rust - Crown rust,Pyrenophora teres
agri.pest_disease_rust_isariopsis_griseola,Rust,Isariopsis griseola
agri.pest_disease_rust_leaf_rust_phoma_arachidicola,Rust - Leaf rust,Phoma arachidicola
agri.pest_disease_rust_leaf_rust_pseudocercosporella_herpotrichoides,Rust - Leaf rust,Pseudocercosporella herpotrichoides
agri.pest_disease_rust_leaf_rust_puccinia_hordei,Rust - Leaf rust,Puccinia hordei
agri.pest_disease_rust_leaf_rust_puccinia_recondita,Rust - Leaf rust,Puccinia recondita
agri.pest_disease_rust_leaf_rust_puccinia_sorghi,Rust - Leaf rust,Puccinia sorghi
agri.pest_disease_rust_leaf_rust_puccinia_triticina,Rust - Leaf rust,Puccinia triticina
agri.pest_disease_rust_leaf_rust_pyrenophora_teres,Rust - Leaf rust,Pyrenophora teres
agri.pest_disease_rust_leaf_rust_rhynchosporium_secalis,Rust - Leaf rust,Rhynchosporium secalis
agri.pest_disease_rust_leaf_rust_sclerotinia_spp,Rust - Leaf rust,Sclerotinia spp.
agri.pest_disease_rust_oidium_mangiferae,Rust,Oidium mangiferae
agri.pest_disease_rust_phakopsora_pachyrhizi,Rust,Phakopsora pachyrhizi
agri.pest_disease_rust_phoma_arachidicola,Rust,Phoma arachidicola
agri.pest_disease_rust_phoma_spp,Rust,Phoma spp.
agri.pest_disease_rust_phytophthora_infestans,Rust,Phytophthora infestans
agri.pest_disease_rust_pseudocercosporella_herpotrichoides,Rust,Pseudocercosporella herpotrichoides
agri.pest_disease_rust_puccinia_arachidis,Rust,Puccinia arachidis
agri.pest_disease_rust_puccinia_hordei,Rust,Puccinia hordei
agri.pest_disease_rust_puccinia_sorghi,Rust,Puccinia sorghi
agri.pest_disease_rust_rhynchosporium_secalis,Rust,Rhynchosporium secalis
agri.pest_disease_rust_soyabean_rust_phakopsora_pachyrhizi,Rust - Soyabean rust,Phakopsora pachyrhizi
agri.pest_disease_rust_soyabean_rust_puccinia_sorghi,Rust - Soyabean rust,Puccinia sorghi
agri.pest_disease_rust_stripe_rust_septoria_spp,Rust - Stripe rust,Septoria spp.
agri.pest_disease_rust_yellow_rust_puccinia_arachidis,Rust - Yellow rust,Puccinia arachidis
agri.pest_disease_rust_yellow_rust_setosphaeria_turcica,Rust - Yellow rust,Setosphaeria turcica
agri.pest_disease_rust_yellow_rust_stripe_rust,Rust - Yellow rust (Stripe rust),
agri.pest_disease_rust_yellow_rust_stripe_rust_rhynchosporium_secalis,Rust - Yellow rust (Stripe rust),Rhynchosporium secalis
agri.pest_disease_scab,Scab,
agri.pest_disease_scab_common_scab,Scab - Common scab,
agri.pest_disease_scab_erysiphe_pisi,Scab,Erysiphe pisi
agri.pest_disease_scab_oidium_tuckeri,Scab,Oidium tuckeri
agri.pest_disease_scab_podosphaera_leucotricha,Scab,Podosphaera leucotricha
agri.pest_disease_scab_rhynchosporium_secalis,Scab,Rhynchosporium secalis
agri.pest_disease_scab_venturia_inaequalis,Scab,Venturia inaequalis
agri.pest_disease_scab_venturia_pirina,Scab,Venturia pirina
agri.pest_disease_scab_venturia_spp,Scab,Venturia spp.
agri.pest_disease_scale,Scale,
agri.pest_disease_scale_circular_purple_scale,Scale - Circular purple scale,
agri.pest_disease_scale_grey_scale_nipaecoccus_vastator,Scale - Grey scale,Nipaecoccus vastator
agri.pest_disease_scale_heart-shaped_scale,Scale - Heart-shaped scale,
agri.pest_disease_scale_mango_scale,Scale - Mango scale,
agri.pest_disease_scale_mango_scale_aleurothrixus_floccosus,Scale - Mango scale,Aleurothrixus floccosus
agri.pest_disease_scale_mango_scale_scarabaeidae_spp,Scale - Mango scale,Scarabaeidae spp.
agri.pest_disease_scale_mussel_scale,Scale - Mussel scale,
agri.pest_disease_scale_pernicious_scale,Scale - Pernicious scale,
agri.pest_disease_scale_pernicious_scale_paracoccus_burnerae,Scale - Pernicious scale,Paracoccus burnerae
agri.pest_disease_scale_red_scale,Scale - Red scale,
agri.pest_disease_scale_red_scale_aulacaspis_tubercularis,Scale - Red scale,Aulacaspis tubercularis
agri.pest_disease_scale_red_scale_eriosoma_lanigerum,Scale - Red scale,Eriosoma lanigerum
agri.pest_disease_scale_red_scale_myzus_persicae,Scale - Red scale,Myzus persicae
agri.pest_disease_scale_red_scale_phthorimaea_operculella,Scale - Red scale,Phthorimaea operculella
agri.pest_disease_scale_red_scale_phyllocnistis_citrella,Scale - Red scale,Phyllocnistis citrella
agri.pest_disease_scale_red_scale_planococcus_citri,Scale - Red scale,Planococcus citri
agri.pest_disease_scale_red_scale_pseudococcus_obscurus,Scale - Red scale,Pseudococcus obscurus
agri.pest_disease_scale_red_scale_rhopalosiphum_padi,Scale - Red scale,Rhopalosiphum padi
agri.pest_disease_scale_red_scale_schizaphis_graminum,Scale - Red scale,Schizaphis graminum
agri.pest_disease_scale_red_scale_sitobion_avenae,Scale - Red scale,Sitobion avenae
agri.pest_disease_scale_red_scale_toxoptera_citricidus,Scale - Red scale,Toxoptera citricidus
agri.pest_disease_scale_soft_brown_scale,Scale - Soft brown scale,
agri.pest_disease_scale_soft_brown_scale_planococcus_citri,Scale - Soft brown scale,Planococcus citri
agri.pest_disease_scale_soft_green_scale,Scale - Soft green scale,
agri.pest_disease_scale_soft_green_scale_planococcus_ficus,Scale - Soft green scale,Planococcus ficus
agri.pest_disease_scale_waxy_scale,Scale - Waxy scale,
agri.pest_disease_scale_waxy_scale_pseudococcus_longispinus,Scale - Waxy scale,Pseudococcus longispinus
agri.pest_disease_scale_white_peach_scale,Scale - White peach scale,
agri.pest_disease_sclerotinia_rot,Sclerotinia rot,
agri.pest_disease_sclerotinia_rot_sclerotinia_sclerotiorum,Sclerotinia rot,Sclerotinia sclerotiorum
agri.pest_disease_scutellonema_brachyurum_scutellonema_brachyurum,Scutellonema brachyurum,Scutellonema brachyurum
agri.pest_disease_seed_decay,Seed decay,
agri.pest_disease_seed-borne_diseases,Seed-borne diseases,
agri.pest_disease_seedling_disease_pythium,Seedling disease,Pythium
agri.pest_disease_selenophoma_donacis_selenophoma_donacis,Selenophoma donacis,Selenophoma donacis
agri.pest_disease_semi-looper,Semi-looper,
agri.pest_disease_semi-looper_sesamia_calamistis,Semi-looper,Sesamia calamistis
agri.pest_disease_semi-looper_spodoptera,Semi-looper,Spodoptera
agri.pest_disease_semi-looper_tomato_semi-looper_spodoptera_sp,Semi-looper - Tomato semi-looper,Spodoptera sp.
agri.pest_disease_semi-looper_tomato_semi-looper_tuta_absoluta,Semi-looper - Tomato semi-looper,Tuta absoluta
agri.pest_disease_semi-looper_tortrix,Semi-looper,Tortrix
agri.pest_disease_septoria_leaf_spot,Septoria leaf spot,
agri.pest_disease_septoria_nodorum_septoria_nodorum,Septoria nodorum,Septoria nodorum
agri.pest_disease_septoria_spp_septoria_spp,Septoria spp.,Septoria spp.
agri.pest_disease_septoria_tritici_septoria_tritici,Septoria tritici,Septoria tritici
agri.pest_disease_setosphaeria_turcica_setosphaeria_turcica,Setosphaeria turcica,Setosphaeria turcica
agri.pest_disease_shoot_growth_reduction,Shoot growth reduction,
agri.pest_disease_sigatoka_disease,Sigatoka disease,
agri.pest_disease_sitobion_avenae_sitobion_avenae,Sitobion avenae,Sitobion avenae
agri.pest_disease_skin_beetles,Skin beetles,
agri.pest_disease_slugs,Slugs,
agri.pest_disease_snails_brown_snail_helix_aspersa,Snails - Brown snail,Helix aspersa
agri.pest_disease_snails_white_dune_snail_theba_pisana,Snails - White dune snail,Theba pisana
agri.pest_disease_soft_brown_rot_phomopsis_mangiferae,Soft brown rot,Phomopsis mangiferae
agri.pest_disease_somaticus_spp_somaticus_spp,Somaticus spp.,Somaticus spp.
agri.pest_disease_sore_shin,Sore shin,
agri.pest_disease_speckled_leaf_blotch,Speckled leaf blotch,
agri.pest_disease_speckled_leaf_blotch_septoria_nodorum,Speckled leaf blotch,Septoria nodorum
agri.pest_disease_speckled_leaf_blotch_septoria_spp,Speckled leaf blotch,Septoria spp.
agri.pest_disease_sphaerotheca_fuliginea_sphaerotheca_fuliginea,Sphaerotheca fuliginea,Sphaerotheca fuliginea
agri.pest_disease_sphaerotheca_pannosa_sphaerotheca_pannosa,Sphaerotheca pannosa,Sphaerotheca pannosa
agri.pest_disease_spodoptera_frugiperda_spodoptera_frugiperda,Spodoptera frugiperda,Spodoptera frugiperda
agri.pest_disease_spotted_maize_beetle,Spotted maize beetle,
agri.pest_disease_spotted_maize_beetle_protostrophus_spp,Spotted maize beetle,Protostrophus spp.
agri.pest_disease_sprouting_improvement,Sprouting improvement,
agri.pest_disease_stainers,Stainers,
agri.pest_disease_stainers_spodoptera,Stainers,Spodoptera
agri.pest_disease_stainers_spodoptera_exempta,Stainers,Spodoptera exempta
agri.pest_disease_stalk_borer,Stalk borer,
agri.pest_disease_stalk_borer_busseola_stalk_borer_chilo_partellus,Stalk borer - Busseola stalk borer,Chilo partellus
agri.pest_disease_stalk_borer_chilo_partellus,Stalk borer,Chilo partellus
agri.pest_disease_stalk_borer_chilo_stalk_borer,Stalk borer - Chilo stalk borer,
agri.pest_disease_stalk_borer_maize_stalk_borer,Stalk borer - Maize stalk borer,
agri.pest_disease_stalk_borer_maize_stalk_borer_busseola_fusca,Stalk borer - Maize stalk borer,Busseola fusca
agri.pest_disease_stalk_borer_maize_stalk_borer_chilo_partellus,Stalk borer - Maize stalk borer,Chilo partellus
agri.pest_disease_stalk_borer_maize_stalk_borer_pieris_brassicae,Stalk borer - Maize stalk borer,Pieris brassicae
agri.pest_disease_stalk_borer_maize_stalk_borer_plutella_xylostella,Stalk borer - Maize stalk borer,Plutella xylostella
agri.pest_disease_stalk_borer_pink_stalk_borer,Stalk borer - Pink stalk borer,
agri.pest_disease_stalk_borer_sorghum_stalk_borer_chilo_partellus,Stalk borer - Sorghum stalk borer,Chilo partellus
agri.pest_disease_stalk_borer_spodoptera_exempta,Stalk borer,Spodoptera exempta
agri.pest_disease_stalk_borer_spodoptera_exigua,Stalk borer,Spodoptera exigua
agri.pest_disease_stem_borer,Stem borer,
agri.pest_disease_stem_borer_helicoverpa_armigera,Stem borer,Helicoverpa armigera
agri.pest_disease_stem_borer_sorghum_stem_borer_helicoverpa_armigera,Stem borer - Sorghum stem borer,Helicoverpa armigera
agri.pest_disease_stem_borer_sorghum_stem_borer_phthorimaea_operculella,Stem borer - Sorghum stem borer,Phthorimaea operculella
agri.pest_disease_stem_borer_sorghum_stem_borer_plutella_xylostella,Stem borer - Sorghum stem borer,Plutella xylostella
agri.pest_disease_stem_borer_sorghum_stem_borer_spodoptera_frugiperda,Stem borer - Sorghum stem borer,Spodoptera frugiperda
agri.pest_disease_stem_canker,Stem canker,
agri.pest_disease_stem_rot_setosphaeria_turcica,Stem rot,Setosphaeria turcica
agri.pest_disease_stem-end_rot,Stem-end rot,
agri.pest_disease_stem-end_rot_complex_pseudocercospora_purpurea,Stem-end rot complex,Pseudocercospora purpurea
agri.pest_disease_stinkbug,Stinkbug,
agri.pest_disease_stinkbug_scirtothrips_aurantii,Stinkbug,Scirtothrips aurantii
agri.pest_disease_stinkbug_small_stinkbug,Stinkbug - Small stinkbug,
agri.pest_disease_stinkbug_spodoptera_exigua,Stinkbug,Spodoptera exigua
agri.pest_disease_stinkbug_stinkbug_complex_sitobion_avenae,Stinkbug - Stinkbug complex,Sitobion avenae
agri.pest_disease_stinkbug_tortrix_capensana,Stinkbug,Tortrix capensana
agri.pest_disease_stinking_smut,Stinking smut,
agri.pest_disease_stomoxys_calcitrans_stomoxys_calcitrans,Stomoxys calcitrans,Stomoxys calcitrans
agri.pest_disease_sucker_growth,Sucker growth,
agri.pest_disease_sugar-acid_ratio,Sugar-acid ratio,
agri.pest_disease_sugarcane_longhorn_beetle_spodoptera_spp,Sugarcane longhorn beetle,Spodoptera spp.
agri.pest_disease_syagrus_beetle,Syagrus beetle,
agri.pest_disease_telletia_indica_telletia_indica,Telletia indica,Telletia indica
agri.pest_disease_tetranychus_urticae_cinnabarinus_tetranychus_urticae_cinnabarinus,Tetranychus urticae (cinnabarinus),Tetranychus urticae (cinnabarinus)
agri.pest_disease_thaumatotibia_batrachopa_thaumatotibia_batrachopa,Thaumatotibia batrachopa,Thaumatotibia batrachopa
agri.pest_disease_thrips,Thrips,
agri.pest_disease_thrips_citrus_thrips,Thrips - Citrus thrips,
agri.pest_disease_thrips_citrus_thrips_rhopalosiphum_maidis,Thrips - Citrus thrips,Rhopalosiphum maidis
agri.pest_disease_thrips_citrus_thrips_schizaphis_graminum,Thrips - Citrus thrips,Schizaphis graminum
agri.pest_disease_thrips_citrus_thrips_scirtothrips_aurantii,Thrips - Citrus thrips,Scirtothrips aurantii
agri.pest_disease_thrips_onion_thrips,Thrips - Onion thrips,
agri.pest_disease_thrips_pseudococcus_longispinus,Thrips,Pseudococcus longispinus
agri.pest_disease_thrips_schizaphis_graminum,Thrips,Schizaphis graminum
agri.pest_disease_thrips_scirtothrips_aurantii,Thrips,Scirtothrips aurantii
agri.pest_disease_thrips_tetranychus_urticae_cinnabarinus,Thrips,Tetranychus urticae (cinnabarinus)
agri.pest_disease_thrips_tortrix_capensana,Thrips,Tortrix capensana
agri.pest_disease_thrips_toxoptera_citricidus,Thrips,Toxoptera citricidus
agri.pest_disease_thrips_toxoptera_spp,Thrips,Toxoptera spp.
agri.pest_disease_thrips_trioza_erytreae,Thrips,Trioza erytreae
agri.pest_disease_thrips_western_flower_thrips_scirtothrips_aurantii,Thrips - Western flower thrips,Scirtothrips aurantii
agri.pest_disease_thrips_western_flower_thrips_sitobion_avenae,Thrips - Western flower thrips,Sitobion avenae
agri.pest_disease_thrips_western_flower_thrips_toxoptera_citricidus,Thrips - Western flower thrips,Toxoptera citricidus
agri.pest_disease_ticks,Ticks,
agri.pest_disease_tobacco_slug,Tobacco slug,
agri.pest_disease_toxoptera_citricida_toxoptera_citricida,Toxoptera citricida,Toxoptera citricida
agri.pest_disease_toxoptera_citricidus_toxoptera_citricidus,Toxoptera citricidus,Toxoptera citricidus
agri.pest_disease_trialeurodes_vaporariorum_trialeurodes_vaporariorum,Trialeurodes vaporariorum,Trialeurodes vaporariorum
agri.pest_disease_trialeurodes_vaporarium_trialeurodes_vaporarium,Trialeurodes vaporarium,Trialeurodes vaporarium
agri.pest_disease_trioza_erytreae_trioza_erytreae,Trioza erytreae,Trioza erytreae
agri.pest_disease_tuta_absoluta_tuta_absoluta,Tuta absoluta,Tuta absoluta
agri.pest_disease_tylenchulus_semipenetrans_tylenchulus_semipenetrans,Tylenchulus semipenetrans,Tylenchulus semipenetrans
agri.pest_disease_uniform_ripening,Uniform ripening,
agri.pest_disease_uromyces_appendiculatus_uromyces_appendiculatus,Uromyces appendiculatus,Uromyces appendiculatus
agri.pest_disease_various_spp_incl_frankliniella_occidentalis_various_spp_incl_frankliniella_occidentalis,Various spp. incl. Frankliniella occidentalis,Various spp. incl. Frankliniella occidentalis
agri.pest_disease_various_spp_various_spp,Various spp.,Various spp.
agri.pest_disease_vegetative_growth_control,Vegetative growth control,
agri.pest_disease_venturia_inaequalis_venturia_inaequalis,Venturia inaequalis,Venturia inaequalis
agri.pest_disease_venturia_pirina_venturia_pirina,Venturia pirina,Venturia pirina
agri.pest_disease_venturia_spp_venturia_spp,Venturia spp.,Venturia spp.
agri.pest_disease_wattle_bagworm,Wattle bagworm,
agri.pest_disease_web_blotch,Web blotch,
agri.pest_disease_web_blotch_puccinia_arachidis,Web blotch,Puccinia arachidis
agri.pest_disease_web_blotch_puccinia_sorghi,Web blotch,Puccinia sorghi
agri.pest_disease_weeds_aquatic_weeds,Weeds - Aquatic weeds,
agri.pest_disease_weeds_broadleaf_weeds,Weeds - Broadleaf weeds,
agri.pest_disease_weeds_broadleaf_weeds_trichodorus_spp,Weeds - Broadleaf weeds,Trichodorus spp.
agri.pest_disease_weeds_grass_weeds,Weeds - Grass weeds,
agri.pest_disease_weeds_noxious_weeds,Weeds - Noxious weeds,
agri.pest_disease_weeds_sedges,Weeds - Sedges,
agri.pest_disease_weevils,Weevils,
agri.pest_disease_weevils_banded_fruit_weevil,Weevils - Banded fruit weevil,
agri.pest_disease_weevils_banded_fruit_weevil_phthorimaea_operculella,Weevils - Banded fruit weevil,Phthorimaea operculella
agri.pest_disease_weevils_banded_fruit_weevil_plutella_xylostella,Weevils - Banded fruit weevil,Plutella xylostella
agri.pest_disease_weevils_banded_fruit_weevil_tetranychus_lombardinii,Weevils - Banded fruit weevil,Tetranychus lombardinii
agri.pest_disease_weevils_eucalyptus_snout_beetle,Weevils - Eucalyptus snout beetle,
agri.pest_disease_weevils_ground_weevil,Weevils - Ground weevil,
agri.pest_disease_weevils_ground_weevil_protostrophus_spp,Weevils - Ground weevil,Protostrophus spp.
agri.pest_disease_weevils_ground_weevil_tenebrionidae_spp,Weevils - Ground weevil,Tenebrionidae spp.
agri.pest_disease_weevils_mango_seed_weevil_sternochetus_mangiferae,Weevils - Mango seed weevil,Sternochetus mangiferae
agri.pest_disease_weevils_mango_weevil,Weevils - Mango weevil,
agri.pest_disease_weevils_snout_beetle,Weevils - Snout beetle,
agri.pest_disease_wet_bubble,Wet bubble,
agri.pest_disease_white_blister,White blister,
agri.pest_disease_white_blister_alternaria_solani,White blister,Alternaria solani
agri.pest_disease_white_bulb_rot,White bulb rot,
agri.pest_disease_white_grubs,White grubs,
agri.pest_disease_white_grubs_trioza_erytreae,White grubs,Trioza erytreae
agri.pest_disease_whitefly,Whitefly,
agri.pest_disease_whitefly_scirtothrips_aurantii,Whitefly,Scirtothrips aurantii
agri.pest_disease_whitefly_tetranychus_urticae,Whitefly,Tetranychus urticae
agri.pest_disease_whitefly_toxoptera_citricida,Whitefly,Toxoptera citricida
agri.pest_disease_whitefly_trialeurodes_vaporariorum,Whitefly,Trialeurodes vaporariorum
agri.pest_disease_whitefly_woolly_whitefly,Whitefly - Woolly whitefly,
agri.pest_disease_wild_fire,Wild fire,
agri.pest_disease_willow_emperor_moth,Willow emperor moth,
agri.pest_disease_wilting_disease,Wilting disease,
agri.pest_disease_wireworm,Wireworm,
agri.pest_disease_xiphinema_spp_xiphinema_spp,Xiphinema spp.,Xiphinema spp.
